slug,generic_name,display_name,active_ingredient,salt,category,description,strengths,dosage_forms,routes,mechanism_of_action,pronunciation_en,key_suffix,verification_status
mirtazapine,Mirtazapine,Mirtazapine Orally Disintegrating,Mirtazapine,Mirtazapine,Psychiatry,"Noradrenergic and specific serotonergic antidepressant (NaSSA) that stimulates appetite, promotes sleep, and avoids sexual dysfunction.",7.5 mg; 15 mg; 30 mg; 45 mg orally disintegrating tablet (ODT),Tablet; Orally Disintegrating Tablet,Oral,"Antagonizes central presynaptic alpha-2 auto- and heteroreceptors, increasing norepinephrine and serotonin release; simultaneously blocks postsynaptic 5-HT2 and 5-HT3 receptors and potently blocks H1 histamine receptors.",mir-TAZ-uh-peen,-zapine,verified
olanzapine,Olanzapine,Olanzapine Mouth Dissolving,Olanzapine,Olanzapine,Psychiatry,Second-generation (atypical) thienobenzodiazepine antipsychotic with broad receptor affinity and high risk of metabolic syndrome.,2.5 mg; 5 mg; 7.5 mg; 10 mg; 15 mg; 20 mg orally disintegrating tablet (ODT),Tablet; Orally Disintegrating Tablet; IM Injection,Oral; Intramuscular,"Antagonizes dopamine D2, serotonin 5-HT2A and 5-HT2C, histamine H1, muscarinic M1-M5, and alpha-1 adrenergic receptors in the CNS.",oh-LAN-zuh-peen,-zapine,verified
quetiapine,Quetiapine,Quetiapine Extended-Release,Quetiapine fumarate,Quetiapine fumarate,Psychiatry,"Broad-spectrum dibenzothiazepine atypical antipsychotic with low D2 receptor occupancy, minimal EPS, and potent active metabolite norquetiapine.",25 mg; 50 mg; 100 mg; 200 mg; 300 mg; 400 mg extended-release,Immediate-Release Tablet; Extended-Release Tablet,Oral,"Low-affinity D2 receptor antagonist with rapid dissociation kinetics ('hit-and-run'); potently antagonizes 5-HT2A, H1 histamine, and alpha-1 adrenergic receptors; active metabolite norquetiapine potently inhibits the norepinephrine transporter (NET) and acts as a 5-HT1A partial agonist.",kweh-TYE-uh-peen,-tiapine,verified
aripiprazole,Aripiprazole,Aripiprazole Film-Coated,Aripiprazole,Aripiprazole,Psychiatry,Third-generation atypical antipsychotic acting as a dopamine D2 partial agonist ('dopamine system stabilizer') with favorable metabolic profile.,2 mg; 5 mg; 10 mg; 15 mg; 20 mg; 30 mg; 10 mg orally disintegrating tablet (ODT),Tablet; Orally Disintegrating Tablet,Oral; Intramuscular,"Functions as a partial agonist at dopamine D2 and 5-HT1A receptors, and an antagonist at serotonin 5-HT2A receptors.",uh-rip-IP-ruh-zole,-piprazole,verified
isotretinoin,Isotretinoin,Isotretinoin Soft Gelatin Capsules,Isotretinoin (13-cis-retinoic acid),Isotretinoin,Dermatology,Oral retinoid providing curative remission for severe recalcitrant nodulocystic acne; highly teratogenic requiring strict risk management.,10 mg; 20 mg; 40 mg,Soft Gelatin Capsule,Oral,"Interacts with retinoic acid nuclear receptors, profoundly suppressing sebaceous gland size and activity, normalizing follicular keratinocyte differentiation, reducing Cutibacterium acnes, and exerting potent anti-inflammatory effects.",eye-soe-TRET-ih-noyn,-tretinoin,verified
adapalene,Adapalene,Adapalene Topical Gel,Adapalene,Adapalene,Dermatology,"Third-generation synthetic naphthoic acid topical retinoid with high selectivity for RAR-beta and RAR-gamma, offering superior photostability and tolerability.",0.1% gel; 0.3% gel,Gel; Cream,Topical,"Binds selectively to nuclear retinoic acid receptor (RAR) beta and gamma subtypes; modulates cellular differentiation, keratinization, and inflammatory processes.",uh-DAP-uh-leen,-alene,verified
mupirocin,Mupirocin,Mupirocin Ointment USP,Mupirocin,Mupirocin,Dermatology,"Naturally derived pseudomonic acid antibiotic that uniquely inhibits bacterial isoleucyl-tRNA synthetase, eradicating MRSA and impetigo.",2% ointment; 2% cream,Ointment; Cream,Topical,"Selectively and reversibly binds to bacterial isoleucyl-transfer RNA (tRNA) synthetase, arresting protein synthesis without cross-resistance to other antibiotic classes.",myoo-PEER-oh-sin,-mupirocin,verified
tacrolimus-topical,Tacrolimus (Topical),Tacrolimus Ointment,Tacrolimus,Tacrolimus,Dermatology,Topical calcineurin inhibitor providing non-steroidal immunosuppression for moderate-to-severe atopic dermatitis without skin atrophy.,0.03% ointment (pediatric); 0.1% ointment (adult),Ointment,Topical,"Binds to intracellular immunophilin FKBP-12, creating a complex that inhibits calcineurin phosphatase; blocks dephosphorylation of NFAT, preventing transcription of IL-2, IL-4, IL-5, and TNF-alpha in T-lymphocytes.",tak-ROE-lih-mus,-limus,verified
clobetasol-propionate,Clobetasol Propionate,Clobetasol Propionate Cream / Ointment,Clobetasol propionate,Clobetasol propionate,Dermatology,"Super-potent Class I topical corticosteroid for short-term management of severe, recalcitrant inflammatory dermatoses.",0.05% cream; 0.05% ointment; 0.05% scalp lotion,Cream; Ointment; Scalp Lotion,Topical,"High-affinity agonist for glucocorticoid receptors; induces lipocortin synthesis, inhibiting phospholipase A2 and decreasing downstream prostaglandins, leukotrienes, and inflammatory cytokines.",kloe-BAY-tuh-sol proe-pee-oh-nate,-etasol,verified
terbinafine-topical,Terbinafine (Topical),Terbinafine Topical Cream,Terbinafine hydrochloride,Terbinafine hydrochloride,Dermatology,"Topical allylamine antifungal that inhibits squalene epoxidase, providing fungicidal activity against dermatophytes with short 1-week treatment courses.",1% cream; 1% lotion; 1% spray,Cream; Lotion; Spray,Topical,"Selectively inhibits fungal squalene epoxidase, blocking ergosterol biosynthesis and causing toxic intracellular accumulation of squalene.",tur-BIN-uh-feen,-fine,verified
fusidic-acid,Fusidic Acid,Fusidic Acid Cream / Ointment,Fusidic acid,Sodium fusidate,Dermatology,"Narrow-spectrum steroidal antibacterial that inhibits bacterial elongation factor G, highly effective for staphylococcal pyoderma.",2% cream; 2% sodium fusidate ointment,Cream; Ointment,Topical,Inhibits bacterial protein synthesis by preventing the translocation of elongation factor G (EF-G) from the bacterial ribosome.,fyoo-SID-ik AS-id,-fusidate,verified
minoxidil-topical,Minoxidil (Topical),Minoxidil Topical Solution / Foam,Minoxidil,Minoxidil,Dermatology,Topical ATP-sensitive potassium channel opener and vasodilator that stimulates follicular keratinocytes to treat androgenetic alopecia.,2% solution; 5% solution; 5% foam,Topical Solution; Topical Foam,Topical,"Opens ATP-sensitive potassium channels in vascular smooth muscle and hair follicles; upregulates vascular endothelial growth factor (VEGF), shortens telogen phase, and prolongs anagen (growth) phase of hair follicles.",mih-NOX-ih-dil,-dil,verified
hydrocortisone,Hydrocortisone,Hydrocortisone Sodium Succinate,Hydrocortisone,Hydrocortisone sodium succinate,Corticosteroids,Short-acting bioidentical glucocorticoid and mineralocorticoid; the gold-standard intravenous therapy for acute adrenal crisis and septic shock.,10 mg; 20 mg tablet; 100 mg / 2 mL IV vial; 1% topical cream,Tablet; Solution for Injection; Topical Cream,Oral; Intravenous; Topical,"Diffuses across cell membranes and binds to cytosolic glucocorticoid and mineralocorticoid receptors, regulating gene transcription to suppress inflammation and maintain vascular tone and electrolyte balance.",hye-droe-KOR-tih-zone,-cortisone,verified
methylprednisolone,Methylprednisolone,Methylprednisolone Sodium Succinate,Methylprednisolone,Methylprednisolone sodium succinate,Corticosteroids,"Intermediate-acting synthetic glucocorticoid with 5 times the anti-inflammatory potency of hydrocortisone and minimal mineralocorticoid activity, used for pulse therapy in acute autoimmune relapses.",4 mg; 8 mg; 16 mg; 40 mg IV vial; 125 mg IV vial; 500 mg IV vial; 1000 mg IV vial,Tablet; Solution for Injection,Oral; Intravenous,"Potent glucocorticoid receptor agonist; inhibits inflammatory cytokine synthesis, impairs leukocyte migration, and induces lymphocyte apoptosis.",meth-ul-pred-NISS-oh-lone,-prednisolone,verified
deflazacort,Deflazacort,Deflazacort Tablets,Deflazacort,Deflazacort,Corticosteroids,"Oxazoline derivative of prednisolone with comparable immunosuppressive efficacy but significantly less bone loss, weight gain, and glucose intolerance.",6 mg; 12 mg; 18 mg; 24 mg; 30 mg,Tablet,Oral,"Prodrug rapidly converted to active 21-desacetyldeflazacort, which binds glucocorticoid receptors to suppress inflammatory cytokines, T-cell activation, and prostaglandin synthesis.",deh-FLAZ-uh-kort,-zacort,verified
betamethasone,Betamethasone,Betamethasone Sodium Phosphate and Acetate,Betamethasone,Betamethasone sodium phosphate,Corticosteroids,"Long-acting fluorinated glucocorticoid with zero mineralocorticoid activity, uniquely capable of crossing the placenta to accelerate fetal lung maturation in preterm labor.",0.5 mg tablet; 4 mg/mL IV/IM vial; 0.05% topical cream,Tablet; Solution for Injection; Topical Cream,Oral; Intramuscular; Topical,"High-affinity fluorinated glucocorticoid receptor agonist; stimulates synthesis of pulmonary surfactant proteins (SP-A, SP-B) in fetal type II pneumocytes and downregulates pro-inflammatory cascades.",bay-tuh-METH-uh-zone,-methasone,verified
triamcinolone,Triamcinolone,Triamcinolone Acetonide Injectable Suspension,Triamcinolone acetonide,Triamcinolone acetonide,Corticosteroids,"Intermediate-acting fluorinated glucocorticoid with zero mineralocorticoid activity, widely formulated as microcrystalline suspension for intra-articular and intralesional therapy.",40 mg/mL injectable suspension; 0.1% oral paste; 55 mcg nasal spray,Injectable Suspension; Oral Paste; Nasal Spray,Intra-articular; Intralesional; Intranasal; Topical,"Potent glucocorticoid receptor agonist; inhibits phospholipase A2 and cyclooxygenase pathways, reducing synovial inflammation, keloid fibroblast proliferation, and allergic rhinitis.",trye-am-SIN-oh-lone,-olone,verified
